IRONSTL production by tech,,,,,,,,,,,,,,,,,,,,
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,3.65E-04,5.00E-04,0,0,0,0,0,1.37E-04,4.00E-04,9.30E-04,0.001804879,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,6.53E-05,2.32E-04,6.69E-04,0.001605126,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0,0,2.44E-06,4.27E-06,4.42E-06,2.36E-07,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Northern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0,0,0,1.45E-06,2.23E-06,2.01E-06,1.56E-07,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Northern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,2.66,3.73,1.68,1.02,6.76E-05,3.41E-05,1.04E-04,5.22E-06,3.86E-06,1.22E-06,8.28E-09,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Northern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,9.91E-06,2.80E-05,4.77E-05,2.49E-05,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Northern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0,0,1.79E-04,5.16E-04,0.001488569,0.003902378,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Northern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.84,1.18,0.53,0.323,2.20E-05,1.23E-05,4.21E-05,4.40E-05,1.22E-04,2.63E-04,5.11E-04,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Southern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,1.3723,1.4915,0.706,0.8217,0.82642,1.08918,1.2093081,0.8779526,0.566477,0.268024,0.046727153,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Southern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,0.454941,1.133628,1.976948,2.2977076,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Southern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.777729,1.89549,1.907757,1.527519,0.898542,0.32735753,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Southern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00436029,0.08509326,0.19265054,0.480697627,0.5266561,0.3767217,0.168668734,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Southern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.5386,0.8251,1.2784,1.7011,1.674457,1.731027,1.742457,1.6516487,1.701408,1.523532,0.6790621,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Southern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,0.245465,0.611438,1.062934,1.620602,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Southern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.41722,0.807739,1.33347,2.0445903,3.0454682,4.845722,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South America_Southern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.17043,0.2604,0.4033,0.5377,0.5354032,0.7583341,0.9889566,1.2277171,1.593021,1.9480625,2.058665,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0,0,0,0,0.00740616,0.05993388,0.20099998,0.16968368,0.10719663,0.03634636,3.89E-05,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,0.244384,0.654874,1.014535,0.8940921,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,2.67E-04,0.001768846,0.002454679,0.002755916,0.001875512,1.85E-05,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Asia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,7.73E-07,3.45E-05,2.16E-04,0.001003623,0.001412408,0.00117122,6.73E-06,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.0208,0.0228,0.0822,0.0988,0.2651284,0.854975,1.9332014,2.9882475,4.146989,5.105888,4.06148,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,0.429814,1.222841,2.556021,5.864667,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Asia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.00907346,0.02522632,0.05855869,0.10953462,0.16759595,0.34541739,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Asia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.00657,0.0072,0.026,0.0312,0.076086,0.2480281,0.56438058,1.11826627,1.9254523,3.0538312,4.878179,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Korea,iron and steel,BLASTFUR,iron and steel,BLASTFUR,22.5,26.7,34.1,48.5,49.24396,45.82456,40.0286,24.48349,13.693403,4.4585689,0.004116263,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Korea,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,0.588136,1.623384,1.629615,1.251447,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Korea,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.551787,1.67249,1.987899,1.5815348,0.766082,0.003348486,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Korea,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00686027,0.0637306,0.16864009,0.80092737,0.8127619,0.5159784,0.004010416,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Korea,iron and steel,EAF with DRI,iron and steel,EAF with DRI,8.42,10.5,12.4,10.6,10.97672,8.98302,6.02147,4.289644,3.75724,2.906622,0.5825727,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Korea,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,0.421727,0.849787,1.240798,1.3490223,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Korea,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.74669,1.732648,2.540634,2.6863029,2.640883,2.849047,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",South Korea,iron and steel,EAF with scrap,iron and steel,EAF with scrap,8.42,10.5,12.4,10.6,11.29869,12.51087,15.57255,21.460717,26.5629,32.83613,35.84194,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR,1.37,1.4001,1.3,3.52,4.4436,7.72344,11.113386,8.934574,5.918055,2.839711,0.57671353,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,4.50564,10.86553,17.6839,19.197469,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.122228,0.395758,0.406034,0.3299498,0.1895151,0.011240689,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",Southeast Asia,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,7.31E-04,0.013656829,0.04055367,0.101706434,0.11036509,0.07683477,0.007977082,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI,4.9333,9.427,12.13,9.4236,11.53439,16.6623,21.58205,22.929399,22.99706,20.44716,12.5885,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,2.86958,6.61122,10.94927,18.539651,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",Southeast Asia,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.970399,2.019592,3.30305,4.758904,6.528308,10.855339,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",Southeast Asia,iron and steel,EAF with scrap,iron and steel,EAF with scrap,1.55778,2.98,3.838,2.9714,3.59761,5.845443,8.245381,9.784755,11.223194,12.503652,13.166788,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,BLASTFUR,9.1,10,10.4,13.3,13.60422,10.86099,8.96978,4.731254,2.509575,0.75694693,4.30E-04,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,1.26403,1.403418,1.056249,0.5776871,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0725508,0.32551,0.3508038,0.2723356,0.13009925,7.80E-04,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",Taiwan,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00214365,0.01066648,0.03715197,0.103306807,0.1052912,0.06612316,7.00E-04,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",Taiwan,iron and steel,EAF with DRI,iron and steel,EAF with DRI,4.8,6.76,7.11,6.13,6.34039,5.058039,4.393361,3.772675,3.477139,2.872688,1.343259,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",Taiwan,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,0.454564,0.799106,1.173426,1.8102908,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",Taiwan,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0611758,0.180726,0.2498045,0.2317289,0.203995,0.2985664,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",Taiwan,iron and steel,EAF with scrap,iron and steel,EAF with scrap,1.52,2.14,2.25,1.94,2.079127,1.849528,2.238369,2.8038571,3.4666024,5.126807,6.418593,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",USA,iron and steel,BLASTFUR,iron and steel,BLASTFUR,49.3,42.7,31.2,29.4,32.53256,29.77388,24.81001,13.539071,6.577903,1.84805096,0.001210678,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",USA,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0,0,2.94333,4.91381,4.00049,2.331786,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",USA,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.147274,0.443511,0.505332,0.3594092,0.15976581,6.04E-04,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",USA,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00245969,0.01580782,0.03964518,0.134766135,0.11926404,0.070678957,5.41E-04,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",USA,iron and steel,EAF with DRI,iron and steel,EAF with DRI,10.9,13,12.3,12.4,13.37533,11.00556,9.50497,5.175238,2.508054,0.658745,0.003204127,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",USA,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0,0,1.32776,2.35971,3.123134,2.365359,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",USA,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,1.53883,3.405705,6.934244,9.850675,13.849573,17.960932,0,0,0,Mt
"2_1p5C_delay,date=2021-20-10T07:49:36-07:00",USA,iron and steel,EAF with scrap,iron and steel,EAF with scrap,32.8,39.1,37,37.1,42.7157,43.7629,47.8014,51.28203,52.95912,53.10945,50.56443,0,0,0,Mt
IRONSTL production by tech,,,,,,,,,,,,,,,,,,,,
scenario,region,sector,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0,0,0,0,1.68E-04,6.12E-05,1.44E-04,3.99E-04,0.001532517,0.018591463,0.289222301,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,5.97E-07,5.67E-06,4.87E-05,4.82E-04,0.007506213,0.141417538,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.01203,0.09093724,0.41478266,1.31344639,2.5240576,2.1196869,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.0436626,0.1210878,0.3266966,0.6181225,0.8218311,0.9156487,0.6126762,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.0139,0.0152,0.0152,0.0152,0.001634845,0.001620496,0.004073968,0.010853047,0.033826314,0.139493294,0.78130722,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,2.58E-05,1.54E-04,7.09E-04,0.00274774,0.011218122,0.057023614,0.370464558,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,2.66E-04,0.001409287,0.005647323,0.022524591,0.089121375,0.482424713,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Eastern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.00438,0.0048,0.0048,0.0048,5.49E-04,6.89E-04,0.002110159,0.006680477,0.024063045,0.102112198,0.58749063,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR,1.92556,2.1154,1.2631,1.2263,1.54189,2.186098,2.949311,3.5960291,3.861089,4.047326,4.20135,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.00953405,0.0591794,0.22236873,0.59174555,1.03622716,1.4563022,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,1.01E-05,3.91E-05,9.22E-05,1.15E-04,2.51E-05,2.48E-07,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,9.30E-06,8.66E-05,1.67E-04,1.98E-04,1.47E-04,2.90E-05,8.13E-08,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.9853,4.5832,5.73,4.447,5.20276,5.78803,5.872611,5.600082,5.265496,4.644397,3.538635,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.195422,0.555215,0.9703858,1.3209719,1.7099198,2.322297,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0109758,0.0435843,0.0874205,0.10927544,0.11286271,0.11356738,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Northern,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.6276,1.447,1.81,1.4004,1.590309,1.780095,1.926329,2.0317425,2.131155,2.194753,2.280483,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,BLASTFUR,iron and steel,BLASTFUR,0,0,0,0,0.00300661,0.04361391,0.20245268,0.559010867,1.23011701,2.5904327,4.4597147,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,3.95E-04,0.006741204,0.053547054,0.302277386,0.92430406,1.98891257,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.00101207,0.009638532,0.048746647,0.137148784,0.14366842,0.08132975,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,7.69E-05,0.007205942,0.032054652,0.070910862,0.09092186,0.06981219,0.033682271,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.0173,0.095,0.095,0.095,0.08221416,0.04416675,0.02473079,0.018340979,0.01451036,0.005667609,3.31E-04,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.00472364,0.01741041,0.03793705,0.067312596,0.10685043,0.10613415,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0691855,0.3474515,0.9575948,2.1076902,3.9017999,6.497642,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Africa_Western,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.00548,0.03,0.03,0.03,0.02714834,0.03427251,0.07183821,0.15648753,0.32417203,0.57900331,0.9156031,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,BLASTFUR,2.03,2.57,2.6,2.82,2.780765,2.058272,1.617205,1.1257314,0.8440253,0.4671432,0.1992764,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.00240495,0.02615782,0.06447907,0.098724624,0.07826466,0.05601683,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,1.23E-04,7.49E-04,0.001272078,0.001238326,7.39E-04,1.72E-04,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Argentina,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,2.81E-04,0.001142416,0.002842957,0.002902108,0.001940918,8.76E-04,1.54E-04,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Argentina,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.56,2.13,1.93,1.68,1.462107,0.7259315,0.3315317,0.0962306,0.04106667,0.00830878,1.53E-04,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Argentina,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.0174976,0.0730877,0.10384578,0.11417185,0.11405636,0.08766642,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Argentina,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.288625,1.887956,3.296147,4.121799,4.973935,5.68123,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Argentina,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.493,0.674,0.608,0.529,0.538676,0.4101546,0.3965569,0.3883702,0.4140605,0.401918,0.3127145,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,BLASTFUR,6.004,6.985,6.69,4.383,4.86028,3.866127,2.382976,1.020809,0.4406114,0.131503561,9.26E-04,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.154092,0.953689,1.9469187,2.2928204,1.633212,0.8844853,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0196732,0.0938521,0.15481628,0.14005719,0.08069078,0.00892255,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00155477,0.12891712,0.315116339,0.321491867,0.2102604,0.090811944,0.008318676,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,EAF with DRI,iron and steel,EAF with DRI,0.869,1.266,1.111,1.017,1.192247,1.382265,1.431977,1.2480917,1.007809,0.693849,0.1408085,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.109582,0.35525,0.5973122,0.8055739,1.2573526,1.7908432,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.0667908,0.3170685,0.6514689,0.9742426,1.5417381,2.1752375,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Australia_NZ,iron and steel,EAF with scrap,iron and steel,EAF with scrap,0.2738,0.3992,0.3508,0.3214,0.379323,0.5376173,0.7822663,0.9729229,1.1380582,1.4900365,1.9518337,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,BLASTFUR,20.2,24.7,25.1,26.5,26.95937,23.32591,16.7298,9.231918,4.964563,1.8895855,0.219012025,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.629689,4.186236,9.779082,12.52502,9.354817,5.489645,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.0392286,0.1821962,0.325187,0.3109408,0.18617025,0.03715943,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,0.00426969,0.30152573,0.68769373,0.714675734,0.474015,0.20924616,0.033029225,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,EAF with DRI,iron and steel,EAF with DRI,3.99,5.29,5.94,5.11,5.0992,6.421304,6.770136,5.761564,4.484406,2.891008,0.5232684,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.587506,1.865052,2.996781,3.836664,5.393379,6.441848,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.709865,3.282426,6.357523,8.869737,13.48874,19.953389,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Brazil,iron and steel,EAF with scrap,iron and steel,EAF with scrap,1.26,1.67,1.87,1.61,1.719896,2.821774,4.522542,5.5972163,6.090966,6.722216,6.293249,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,BLASTFUR,iron and steel,BLASTFUR,8.77,8.97,7.65,6.72,7.30354,5.720056,3.333728,1.32278,0.5449349,0.145814509,5.59E-04,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,BLASTFUR,iron and steel,BLASTFUR CCS,0,0,0,0,0,0.117202,0.571938,1.2585246,1.4808363,1.0318127,0.5338955,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,BLASTFUR,iron and steel,BLASTFUR with hydrogen,0,0,0,0,0,0.00390014,0.01398313,0.02306269,0.020087487,0.008819079,6.18E-05,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,BLASTFUR,iron and steel,Biomass-based,0,0,0,0,7.26E-04,0.029482594,0.056399543,0.055029507,0.03452102,0.012906927,7.41E-05,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,EAF with DRI,iron and steel,EAF with DRI,1.59,1.59,1.34,1.44,1.279907,0.614929,0.2781822,0.09866117,0.03215674,0.005451736,1.06E-04,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,EAF with DRI,iron and steel,EAF with DRI CCS,0,0,0,0,0,0.0952953,0.1911615,0.2403253,0.2397057,0.2146721,0.07951121,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,EAF with DRI,iron and steel,Hydrogen-based DRI,0,0,0,0,0,0.526107,1.571729,2.589893,3.115753,3.654581,3.872853,0,0,0,Mt
"3_1p5C,date=2021-20-10T07:49:36-07:00",Canada,iron and steel,EAF with scrap,iron and steel,EAF with scrap,4.78,4.77,4.02,4.32,4.96058,6.56922,7.909276,8.557799,8.734655,9.030017,9.612556,0,0,0,Mt
