elec gen by gen tech
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Southeast Asia,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0975747,0.437959,1.09615,2.06797,2.80184,1.84872,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Southeast Asia,gas,electricity,gas (CC),0.0456406,0.533448,0.435945,0.600354,0.685622,0.780755,0.832732,0.664044,0.121383,0.00232001,1.15428E-5,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Southeast Asia,gas,electricity,gas (steam/CT),0.0459758,0.272909,0.627434,0.561352,0.565799,0.45558,0.344367,0.141952,0.00962544,1.46087E-4,7.02473E-7,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Southeast Asia,geothermal,electricity,geothermal,0.0196812,0.0356544,0.0357515,0.039762,0.0563258,0.115653,0.196832,0.232937,0.233014,0.233089,0.232864,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Southeast Asia,hydro,electricity,hydro,0.141419,0.200242,0.254181,0.411564,0.42751,0.443456,0.459402,0.475347,0.491293,0.507239,0.523185,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Southeast Asia,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.00683629,0.0513861,0.160676,0.326548,0.600084,1.1341,2.61211,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Southeast Asia,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0472859,0.0985133,0.134334,0.171326,0.204475,0.141149,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Southeast Asia,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.00830348,0.00388368,0.00400203,0.00224961,3.01922E-4,7.71705E-6,6.77598E-8,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Southeast Asia,refined liquids,electricity,refined liquids (steam/CT),0.191675,0.116597,0.102357,0.0485795,0.0199638,0.0117594,0.00770452,0.00321954,4.00823E-4,1.41356E-5,8.77445E-8,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Southeast Asia,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.00775593,0.115484,0.134869,0.202862,0.265355,0.250394,0.0652174,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Southeast Asia,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,1.55693E-5,3.6042E-4,0.00416093,0.019418,0.0714501,0.270879,1.34076,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Southeast Asia,solar,electricity,PV,0.0,2.658E-4,3.66599E-4,0.0103616,0.023081499999999998,0.1135515,0.2357885,0.36354450000000005,0.5233965,0.6993579,0.860772,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Southeast Asia,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,8.36616E-6,1.1327916000000001E-4,0.00101923516,0.00430004516,0.01510334516,0.05668984516,0.283153479,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Southeast Asia,wind,electricity,wind,0.0,8.46999E-5,4.76099E-4,0.0044127,0.0259505,0.17108050000000002,0.43705950000000005,0.7159015,1.0560135,1.5397447999999998,2.302867,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Southeast Asia,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,7.27872E-5,0.0026220072,0.024350307199999997,0.10063880719999999,0.31967480719999997,0.9008410199999999,2.6335318,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Southeast Asia,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,2.79188E-5,4.486038E-4,0.0026471138,0.008417703799999999,0.0228301038,0.0619937038,0.21393178499999999,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.00186016,0.00488759,0.0119022,0.0237303,0.0202263,0.00556399,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.00124822,0.00285479,0.0023598,7.90845E-5,1.99599E-7,2.22288E-10,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.00333209,0.00514826,0.00816601,0.0124218,0.00628671,0.00156881,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,biomass,electricity,biomass (conv),0.0,0.0118312,0.0131472,0.0135742,0.0139604,0.0101603,0.00595492,0.00217778,3.97292E-5,1.02072E-7,1.34435E-10,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.00781015,0.0178453,0.0380804,0.0629047,0.0267712,0.00354352,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.00606461,0.0121905,0.00865841,2.127E-4,5.92558E-7,8.51697E-10,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0106716,0.0191689,0.0323461,0.0417311,0.0120334,0.00147824,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,coal,electricity,coal (conv pul),0.07806,0.333203,0.340766,0.319141,0.414228,0.343893,0.223073,0.068241,0.00109127,3.28072E-6,4.17357E-9,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0154269,0.0403117,0.1019,0.237298,0.261992,0.0695966,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,gas,electricity,gas (CC),0.0020986,0.114559,0.128459,0.232706,0.296588,0.322027,0.355751,0.353399,0.099783,9.4654E-4,1.95704E-6,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,gas,electricity,gas (steam/CT),0.00162746,0.0156849,0.0761688,0.0401723,0.0451601,0.0401176,0.0374057,0.0251116,0.00169232,1.09393E-5,2.16321E-8,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,geothermal,electricity,geothermal,1.08002E-5,0.0,0.0,0.0,0.00201186,0.00309782,0.00309518,0.00309281,0.00309177,0.003092,0.00309194,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,hydro,electricity,hydro,0.0229716,0.0143496,0.0150984,0.016092,0.0168527,0.0176134,0.0183741,0.0191348,0.0198955,0.0206562,0.0214169,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.00267349,0.0138836,0.0467359,0.120919,0.229697,0.312784,0.380528,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,nuclear,electricity,Gen_II_LWR,0.118319,0.143918,0.149865,0.131282,0.121324,0.115633,0.107333,0.0959752,0.081718,0.0656412,0.0495643,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0131745,0.0246371,0.0444141,0.0594769,0.0336277,0.00785872,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.0048212,0.00206788,0.00355745,0.00373566,4.50616E-4,4.47748E-6,1.27998E-8,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,refined liquids,electricity,refined liquids (steam/CT),0.0780744,0.0395549,0.0298224,0.0416658,0.0247309,0.0218456,0.0191548,0.0118967,0.00124905,1.70527E-5,3.64494E-8,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,6.23525E-4,0.0205398,0.0262677,0.036031,0.0303356,0.0138677,0.00158847,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,5.84733E-5,6.34257E-4,0.00740507,0.0536737,0.19142,0.365873,0.578295,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,solar,electricity,PV,0.0,3.60048E-6,8.28001E-5,0.00315329,0.00802259,0.03002759,0.06204749,0.10126699,0.14538189,0.1645622,0.16594334000000002,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,3.23094E-6,2.124374E-5,1.8721774E-4,0.00121036774,0.00415151774,0.00789264774,0.012514896800000001,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,wind,electricity,wind,0.0,3.27644E-4,0.00351361,0.00548945,0.01479463,0.043087230000000004,0.08963653,0.13766073,0.17525833000000002,0.18938578,0.19028050000000002,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,4.42678E-5,8.217678E-4,0.0080376578,0.0457154578,0.1503004578,0.27136919000000004,0.40470169,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Taiwan,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,1.54572E-5,1.259232E-4,6.634852E-4,0.0022888452,0.0049138952,0.0069365152,0.008705948,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0412518,0.0993805,0.169272,0.281578,0.408771,0.296417,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.0111854,0.0074807,0.00205526,6.72454E-5,4.39482E-7,1.21283E-9,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.10838,0.227045,0.352611,0.516026,0.495619,0.127174,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,biomass,electricity,biomass (conv),0.0791349,0.110634,0.112642,0.124585,0.140034,0.0640908,0.0168138,0.00302126,8.00832E-5,5.64397E-7,1.64981E-9,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.112937,0.394396,0.807423,1.26029,1.16668,0.175261,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.0263628,0.0256486,0.00772805,1.9338E-4,1.2678E-6,5.08911E-9,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.208458,0.610541,1.08395,1.46379,0.910001,0.080634,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,coal,electricity,coal (conv pul),6.02909,7.68047,7.10527,5.23834,4.84078,3.17319,1.18581,0.186373,0.0034252,1.84393E-5,4.16188E-8,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.476898,1.39794,2.75097,4.67336,5.53154,2.16191,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,gas,electricity,gas (CC),0.589546,1.90083,1.90673,3.03617,3.70341,3.95741,3.79407,2.88997,0.504113,0.0069683,2.7973E-5,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,gas,electricity,gas (steam/CT),0.436748,0.668599,1.47784,1.60468,1.81756,1.25662,0.895059,0.381322,0.0259713,3.04873E-4,1.20822E-6,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,geothermal,electricity,geothermal,0.0576456,0.0604004,0.0632761,0.0674151,0.164998,0.43797,0.683451,0.78328,0.783411,0.783561,0.783025,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,hydro,electricity,hydro,0.983347,0.981803,0.948107,0.909958,0.912057,0.92045,0.928842,0.937234,0.945627,0.954019,0.962412,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,0.0,0.423753,1.23426,2.33246,4.28344,7.55954,14.3737,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,nuclear,electricity,Gen_II_LWR,2.20139,2.91859,3.0201,2.98894,2.7622,2.63265,2.44368,2.18509,1.86049,1.49447,1.12845,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0828292,0.0994325,0.109475,0.141869,0.153529,0.0830953,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.0180925,0.00585863,0.00407788,0.00205483,2.91822E-4,6.84089E-6,4.77617E-8,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,refined liquids,electricity,refined liquids (steam/CT),0.450767,0.454965,0.144545,0.109613,0.0626843,0.0307166,0.0194214,0.0084768,0.00109431,3.27607E-5,1.6072E-7,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.00809199,0.0387917,0.113384,0.221158,0.27362,0.181321,0.0234769,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,solar,electricity,CSP,0.0023869,0.00214559,0.00316435,0.012758,0.012758,0.012758,0.012758,0.012758,0.012758,0.0,0.0,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,6.49881E-4,0.0162313,0.0684267,0.180686,0.508184,1.45579,4.41739,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,solar,electricity,PV,1.08004E-5,0.00188639,0.0110266,0.115524,0.282004,0.575645,0.845156,1.101271,1.3902770000000002,1.490299,1.4010485000000001,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,1.75681E-4,0.002560411,0.008819831,0.020964131,0.055172531,0.154583331,0.46986365,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,wind,electricity,wind,0.0110381,0.0643712,0.342527,0.694749,1.215999,2.736999,4.014359,5.056379,6.2756289999999995,7.17727,8.50982,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,0.00125024,0.02173694,0.09726994,0.26844493999999997,0.69891794,1.5753517000000001,3.671555,0.0,0.0,0.0,EJ,
"1p5C_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",USA,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,8.73455E-4,0.008120195,0.026808795,0.060899894999999996,0.138882695,0.29765469499999997,0.72554924,0.0,0.0,0.0,EJ,
elec gen by gen tech
scenario,region,subsector,output,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2065,2080,2095,Units,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00705415,0.0258245,0.0653551,0.0585268,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,0.00100932,0.00278599,0.00344679,0.00101373,1.47915E-6,0.0,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013574,0.0416633,0.0783303,0.0214185,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,biomass,electricity,biomass (conv),0.00129239,0.0021024,0.0027324,0.00243508,0.00360812,0.00651125,0.0116544,0.00674945,8.46772E-4,7.14693E-7,0.0,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00179714,0.00620893,0.0107154,0.00163742,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.00110552,0.00265661,0.00260218,7.38163E-4,5.33393E-7,0.0,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00219992,0.00676651,0.00936556,7.11805E-4,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,coal,electricity,coal (conv pul),6.61842E-4,0.00468229,0.00715193,0.00432125,0.00660659,0.00987988,0.0139915,0.00931391,0.0019032,1.19215E-6,0.0,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00714795,0.0223805,0.0498271,0.0245753,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,gas,electricity,gas (CC),0.0,0.0,6.08846E-5,1.16467E-4,6.9508E-4,0.00233354,0.00525701,0.00551444,0.00447973,8.95546E-5,1.06459E-8,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,gas,electricity,gas (steam/CT),0.0,0.0,2.99934E-4,0.00102255,0.002064,0.00384807,0.00559228,0.00340869,0.00105052,6.96788E-6,8.01285E-10,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,geothermal,electricity,geothermal,0.00117359,0.0036108,0.0052956,0.0161244,0.0234369,0.0382709,0.0556436,0.0727685,0.0727899,0.0727569,0.0726752,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,hydro,electricity,hydro,0.0220885,0.0372506,0.0651303,0.0967141,0.124544,0.152375,0.180205,0.208035,0.235866,0.263696,0.291526,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,nuclear,electricity,Gen_III,0.0,0.0,0.0,0.0,6.1245E-4,0.00169743,0.00300364,0.00748583,0.0152371,0.0292327,0.0648967,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,refined liquids,electricity,refined liquids (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0622469,0.0996771,0.155454,0.0953249,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,refined liquids,electricity,refined liquids (CC),0.0,0.0,0.0,0.0,0.0107587,0.03014,0.0453133,0.0152893,0.00591427,9.48575E-5,2.33941E-8,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,refined liquids,electricity,refined liquids (steam/CT),0.00928196,0.0284453,0.0290975,0.0402832,0.0505324,0.0618034,0.0613396,0.022745,0.00493766,8.55421E-5,2.2868E-8,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,rooftop_pv,elect_td_bld,rooftop_pv,0.0,0.0,0.0,0.0,0.0115685,0.0234312,0.0878271,0.199718,0.275361,0.233563,0.0239747,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,solar,electricity,CSP_storage,0.0,0.0,0.0,0.0,3.22269E-6,8.03222E-5,5.20617E-4,0.00516352,0.0227775,0.0924514,0.541927,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,solar,electricity,PV,0.0,5.21001E-5,2.408E-4,6.75301E-4,0.006219221,0.019379521,0.040151221,0.121324721,0.28245272099999996,0.48640542,0.5925035000000001,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,solar,electricity,PV_storage,0.0,0.0,0.0,0.0,7.21298E-6,1.0491068E-4,5.4206868E-4,0.00470043868,0.01993263868,0.08044593868,0.4767127257,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,wind,electricity,wind,0.0,1.03E-5,1.084E-4,0.00327681,0.02093581,0.06725401,0.10837110999999999,0.21469011,0.40671111,0.7825113,1.6146943,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,wind,electricity,wind_offshore,0.0,0.0,0.0,0.0,6.96965E-5,0.0014253064999999998,0.0110000265,0.1087723265,0.4223303265,1.19845063,3.1250350200000003,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Eastern,wind,electricity,wind_storage,0.0,0.0,0.0,0.0,3.95467E-5,3.6826869999999996E-4,0.0017325187,0.0117082887,0.039042688699999994,0.1118247887,0.40510324200000003,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Northern,biomass,electricity,biomass (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022085,0.00865074,0.0253273,0.0516436,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Northern,biomass,electricity,biomass (IGCC),0.0,0.0,0.0,0.0,0.0,4.3613E-4,0.00112358,0.00124365,4.01313E-4,8.58707E-7,1.0377E-10,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Northern,biomass,electricity,biomass (conv CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00448499,0.0145181,0.0312976,0.0183824,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Northern,biomass,electricity,biomass (conv),0.0,0.0,0.0,8.38453E-7,0.00112118,0.00235176,0.00390655,0.00245458,3.67048E-4,5.14194E-7,0.0,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Northern,coal,electricity,coal (IGCC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00353518,0.0119481,0.0215111,0.00646665,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Northern,coal,electricity,coal (IGCC),0.0,0.0,0.0,0.0,0.0,0.0041452,0.00893645,0.00789737,0.00243601,2.93347E-6,4.25298E-10,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Northern,coal,electricity,coal (conv pul CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043178,0.0129459,0.018816,0.00279608,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Northern,coal,electricity,coal (conv pul),0.0079653,0.0458462,0.0391365,0.0616071,0.0734889,0.0838152,0.0934612,0.0518464,0.00969203,9.87835E-6,1.25781E-9,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Northern,gas,electricity,gas (CC CCS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245113,0.721453,1.44916,1.04582,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Northern,gas,electricity,gas (CC),0.0753068,0.198025,0.300178,0.382933,0.45735,0.605976,0.806806,0.761825,0.631737,0.0212602,4.96669E-6,0.0,0.0,0.0,EJ,
"1p5C_delay_no_css_steel_sector,date=2021-15-10T17:00:31+17:00",Africa_Northern,gas,electricity,gas (steam/CT),0.0605068,0.284423,0.386451,0.494492,0.511447,0.571087,0.615863,0.412407,0.164235,0.00124074,2.68832E-7,0.0,0.0,0.0,EJ,
