"","region","year","input","total_energy","share","Ref","1p5","1p5 delay"
"272","Global",2015,"coal with CCS",33.62328962019,0,NA,0,NA
"273","Global",2015,"electricity",33.62328951019,12.1287696873445,NA,NA,4.078091346
"274","Global",2015,"electricity",33.62328962019,12.1287696476647,NA,4.078091346,NA
"275","Global",2015,"electricity",33.62329061019,12.1287692905467,4.078091346,NA,NA
"276","Global",2015,"gas",33.62328951019,6.88873442614245,NA,NA,2.31621911969
"277","Global",2015,"gas",33.62328962019,6.88873440360566,NA,2.31621911969,NA
"278","Global",2015,"gas",33.62329061019,6.88873420077462,2.31621911969,NA,NA
"279","Global",2015,"gas with CCS",33.62328951019,0,NA,NA,0
"280","Global",2015,"gas with CCS",33.62328962019,0,NA,0,NA
"281","Global",2015,"gas with CCS",33.62329061019,0,0,NA,NA
"282","Global",2015,"hydrogen",33.62328951019,0,NA,NA,0
"283","Global",2015,"hydrogen",33.62328962019,0,NA,0,NA
"284","Global",2015,"hydrogen",33.62329061019,0,0,NA,NA
"285","Global",2015,"refined liquids",33.62328951019,1.24030974474884,NA,NA,0.4170329363
"286","Global",2015,"refined liquids",33.62328962019,1.24030974069111,NA,0.4170329363,NA
"287","Global",2015,"refined liquids",33.62329061019,1.24030970417159,0.4170329363,NA,NA
"288","Global",2015,"refined liquids with CCS",33.62328951019,0,NA,NA,0
"289","Global",2015,"refined liquids with CCS",33.62328962019,0,NA,0,NA
"290","Global",2020,"biomass",40.1320537515779,0.0359490999503925,NA,0.0144271121153,NA
"291","Global",2020,"biomass",40.1320919069323,0.0359456282659119,NA,NA,0.0144257325722
"292","Global",2020,"biomass",40.5213840176807,0.0372214220153956,0.0150826353517,NA,NA
"293","Global",2020,"coal",40.1320537515779,79.5460619812706,NA,31.923468351587,NA
"294","Global",2020,"coal",40.1320919069323,79.5459309403022,NA,NA,31.923446113187
"295","Global",2020,"coal",40.5213840176807,81.4865080817817,33.0194608624172,NA,NA
"296","Global",2020,"coal with CCS",40.1320537515779,0,NA,0,NA
"297","Global",2020,"coal with CCS",40.1320919069323,0,NA,NA,0
"298","Global",2020,"electricity",40.1320537515779,12.1689557380584,NA,4.88365185780332,NA
"299","Global",2020,"electricity",40.1320919069323,12.1689581548383,NA,NA,4.88365747081583
"300","Global",2020,"electricity",40.5213840176807,11.9312637079522,4.83471318526147,NA,NA
"301","Global",2020,"gas",40.1320537515779,7.02765997192959,NA,2.82034427741291,NA
"302","Global",2020,"gas",40.1320919069323,7.02778392301841,NA,NA,2.82039670300636
"303","Global",2020,"gas",40.5213840176807,5.43705226694472,2.20316882833069,NA,NA
"304","Global",2020,"gas with CCS",40.1320537515779,0,NA,0,NA
"305","Global",2020,"gas with CCS",40.1320919069323,0,NA,NA,0
"306","Global",2020,"gas with CCS",40.5213840176807,0.0000000135210065816345,0.000000005478899,NA,NA
"307","Global",2020,"hydrogen",40.1320537515779,0,NA,0,NA
"308","Global",2020,"hydrogen",40.1320919069323,0,NA,NA,0
"309","Global",2020,"hydrogen",40.5213840176807,0,0,NA,NA
"310","Global",2020,"refined liquids",40.1320537515779,1.22137320879103,NA,0.490162152659388,NA
"311","Global",2020,"refined liquids",40.1320919069323,1.22138135357522,NA,NA,0.490165887350942
"312","Global",2020,"refined liquids",40.5213840176807,1.10795450778506,0.448958500840788,NA,NA
"313","Global",2020,"refined liquids with CCS",40.1320537515779,0,NA,0,NA
"314","Global",2020,"refined liquids with CCS",40.1320919069323,0,NA,NA,0
"315","Global",2025,"biomass",34.755183398473,3.80245159717231,NA,1.3215490262354,NA
"316","Global",2025,"biomass",41.1135850479757,0.264529544510872,NA,NA,0.1087575792595
"317","Global",2025,"biomass",44.5709973790058,0.317498093281233,0.141512066834772,NA,NA
"318","Global",2025,"coal",34.755183398473,71.4588718715244,NA,24.8356619734281,NA
"319","Global",2025,"coal",41.1135850479757,78.6586056754987,NA,NA,32.339372741948
"320","Global",2025,"coal",44.5709973790058,81.4358177830066,36.2967562096359,NA,NA
"321","Global",2025,"coal with CCS",34.755183398473,0.0508438404637405,NA,0.01767087,NA
"322","Global",2025,"coal with CCS",41.1135850479757,0,NA,NA,0
"323","Global",2025,"electricity",34.755183398473,14.2888931561745,NA,4.96613102204029,NA
"324","Global",2025,"electricity",41.1135850479757,12.750237873284,NA,NA,5.24207989185182
"325","Global",2025,"electricity",44.5709973790058,11.9156949009502,5.31094406199286,NA,NA
"326","Global",2025,"gas",34.755183398473,7.32957983479403,NA,2.54740891392016,NA
"327","Global",2025,"gas",41.1135850479757,6.40739978753006,NA,NA,2.63431176100998
"328","Global",2025,"gas",44.5709973790058,4.9838264671698,2.22134116405645,NA,NA
"329","Global",2025,"gas with CCS",34.755183398473,0.00790278761734481,NA,0.00274662833,NA
"330","Global",2025,"gas with CCS",41.1135850479757,0,NA,NA,0
"331","Global",2025,"gas with CCS",44.5709973790058,0.00000013956922361648,0.000000062207395,NA,NA
